name,price
Selenium自动化测试--基于Python语言,37.24
Python地理空间分析指南（第2版）,60.83
正版 Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书 Py,50.00
【Python类书籍】精通Python自然语言处理  python自然语言处理开发教程书,45.30
正版 PySpark实战指南利用Python和Spark构建数据密集型应用并规模化部署托,38.20
正版 利用Python进行数据分析,87.00
正版 Python编程基础与HTTP接口测试阿奎 著Python编程基础入门教程HTTP,35.20
Python数据科学入门 快速掌握数据采集与清洗 数据分析 机器学习等任务工具 轻松解决,49.00
跟老齐学Python：轻松入门 9787121306624 齐伟著 电子工业出版社,59.00
Python机器学习,60.80
Python金融实战,56.10
Flask Web开发 基于Python的Web应用开发实战,46.00
Python贝叶斯分析 计算机与互联网 编程语言与程序设计 应用教学 人民邮电出版社,55.00
Python金融实战,47.40
Python编程入门(第3版) python3爬虫数据分析核心编程教程书籍 python,31.40
Python基础教程 第3版 Python程序设计教程书籍 Python程序测试打包发布,95.10
正版 Python程序设计案例课堂刘春茂裴雨龙展娜娜 计算机与互联网 编程语言 程序设计,53.40
Python数据挖掘入门与实践   R1R,45.43
像计算机科学家一样思考Python 第2版  R1R,38.00
预测分析建模(Python与R语言实现)/数据科学与工程技术丛书,64.80
Python机器学习/数据科学与工程技术丛书,60.00
Python机器学习实践指南,53.13
正版：Python物理学高效计算 9787115470782,75.24
正版：Python高级编程 第2版 9787115460158,67.64
正版：Python机器学习 9787111558804,60.83
Python数据分析基础(影印版),53.70
Python程序设计入门到实战,53.10
【Python数据处理】Python数据分析基础Clinton W. Brownley,52.80
零起点Python机器学习快速入门 计算机与互联网 书籍,47.80
零起点Python足彩大数据与机器学习实盘分析 9787121310744 何海群 电子工,96.00
预 售 人邮新书 Python游戏编程快速上手 第4版 游戏开发设计 零基础学编程书籍,69.00
正版 Python 程序设计基础实战教程 韦玮Python程序设计基础实战教程Pytho,35.20
Selenium自动化测试 基于 Python 语言 web UI测试入门书籍selen,49.00
跟老齐学Python:轻松入门,43.10
教孩子学编程 Python语言版,42.50
Python机器学习入门(影印版) (美)安德烈亚斯·穆勒莎拉·圭多 东南大学出版社,60.70
正版：Python绝技：运用Python成为黑客 9787121277139,60.04
正版：机器学习系统设计：Python语言实现 9787111569459,45.43
Python数据分析基础教程：NumPy学习指南(第2版) (印尼)伊德里斯,31.40
正版 ABAQUS Python二次开发攻略 CAE分析大系;计算机类-辅助设计,50.80
正版 Python贝叶斯分析;计算机类-软件开发,58.70
"Python网络编程攻略 [英] 萨卡尔,安道",32.90
正版书籍 趣学Python——教孩子学编程;计算机类-软件开发,50.20
NLTK基础教程——用NLTK和Python库构建机器学习应用 计算机编程语言   人民邮电出版社,42.60
Python绝技:运用Python成为黑客 (美)TJ O,50.60
流利的Python语言RT,94.40
正版书籍 Python数据分析从入门到精通;编程语言,62.10
正版书籍 Python 程序设计基础实战教程,39.60
零起点Python机器学习快速入门,50.15
正版 零基础学Python 7小时多媒体教学视屏教程课件 从入门到精通 计算机编程汇编代码,84.20
正版：Python并行编程参考手册(影印版) 9787564170738,42.24
精通Python爬虫框架Scrapy,44.84
正版 树莓派Python编程入门与实战（第2版）;计算机类-软件开发,58.70
5本Python 网络爬虫实战+自己动手写网络爬虫+精通Python爬虫框架Scrapy,225.00
Python爬虫开发与项目实战 范传辉,47.40
21天学通Python,49.00
Python程序设计,58.50
Raspberry Pi机器人制作实例:用Python、Linux和传感器搭建智能小,33.48
精通Python爬虫框架Scrapy,44.25
Python机器学习 预测分析核心算法 Python语言编程教程书籍,57.20
【XP计算机科学】量化投资：以Python为工具,76.70
正版 Python树莓派编程,43.10
人邮新书 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Mat,108.50
Python程序设计开发 零基础手把手教你学python编程的入门书 核心编程基础教程网络,93.80
数据结构 Python语言描述 [美] Kenneth A. Lambert 兰伯特 人民,49.00
预测分析建模：Python与R语言实现 [美] 托马斯 W.米勒(Thomas W. Mi,56.10
树莓派Python编程入门与实战(第2版),44.90
人邮新书 Python数据处理 全面掌握用Python进行爬虫抓取以及数据清洗与分析的方,99.00
深入浅出深度学习：原理剖析与Python实践 计算机与互联网 书籍,58.50
Python学习手册(第4版) (美)鲁特兹|译者:李军//刘红伟 正版书籍,96.39
人邮新书 Python高性能编程 python 编程,79.00
正版 Python学习从入门到实践（中国高校创意创新创业教育系列丛书）,42.20
Python程序设计/计算机科学丛书,64.80
Maya Python游戏与影视编程指南,64.80
Python语言及其应用/图灵程序设计丛书,64.80
Python机器学习实践指南,53.13
Abaqus GUI程序开发指南(Python语言),48.40
教孩子学编程(Python语言版全彩印刷),48.40
流畅的Python        R1R,107.50
零起点Python机器学习快速入门/TopQuantCHRD前海智库,45.43
人邮新书 Python金融实战 程序设计 编程 python编程,79.00
Python高性能编程,56.10
Python数据科学指南,56.10
Python机器学习算法,50.40
Python物理建模初学者指南,42.50
“笨办法”学Python(第3版),37.20
Python测试驱动开发(影印版) （美）珀西瓦尔 东南大学出版社,61.80
正版书籍 Python数据可视化,60.70
量化投资：以Python为工具 计算机与互联网 书籍,75.20
Python金融大数据分析  R1R,84.15
Python核心编程（第3版）R1R,77.00
Python高级编程 第2版   R1R,68.50
Python计算机视觉编程,58.65
父与子的编程之旅：与小卡特一起学Pythonr1y,58.70
数据科学实战手册 R+Python   r2x,50.00
Python程序设计(第3版国外**高等院校信息科学与技术**教材),52.44
Abaqus GUI程序开发指南(Python语言),48.40
Python数据挖掘入门与实践/图灵程序设计丛书,48.40
正版书籍 Python 3.5从零开始学,51.90
正版书籍 Python程序设计教程,51.90
正版书籍 Effective Python:编写高质量Python代码的59个有效方法,51.90
正版书籍 Python绝技:运用Python成为黑客,51.40
数据结构 Python语言描述,58.65
正版：Python测试驱动开发(影印版) 9787564159153,64.97
正版：趣学Python——教孩子学编程 9787115381439,44.84
Python金融实战  计算机编程语言与设计 编程指南 人民邮电出版社,68.70
Python高性能编程  计算机编程语言 深层次学习,68.70
Web接口开发与自动化测试——基于Python语言 虫师著,45.40
机器人Python青少年编程开发实例 史向东 电子工业出版社,41.90
零基础学Minecraft编程 图文版 mc编程从入门到精通 python编程教程教材指,72.80
Python编程 第2版,64.00
Python数据分析从入门到精通 张啸宇  李静,44.90
Python神经网络编程  计算机互联网 编程语言与程序设计 深度学习人工智能机器学习入门教程书籍,52.90
elenium自动化测试基于Python语言+Selenium WebDriver3,85.00
正版 Python Web开发实战;网络技术,94.50
正版:Python机器学习算法 9787121313196,51.80
正版 Python+Spark 2.0+Hadoop机器学习与大数据实战,87.10
正版:Web接口开发与自动化测试——基于Python语言 9787121310997,44.30
正版 Python机器学习,69.50
Python程序设计-(第3版)-国外著名高等院校信息科,53.10
正版 Python程序设计案例课堂,60.70
Python编程与问题求解-国外计算机科学经典教材,50.20
正版 Selenium 2自动化测试实战——基于Python语言;编程语言,53.10
正版 零起点Python机器学习快速入门,44.80
正版 Python编程基础与接口测试;网络技术,40.50
Python自动化运维(技术与*佳实践)/Linux Unix技术丛书,57.20
Abaqus GUI程序开发指南（Python语言）,50.20
树莓派Python编程入门与实战,56.60
Python数据可视化/数据分析与决策技术丛书,53.13
数据科学导论(Python语言实现)/数据科学与工程技术丛书,40.20
精通Python设计模式/图灵程序设计丛书,36.90
精通Python设计模式,31.50
Python数据分析基础,53.50
Python地理数据处理 R1R,62.50
Python网络数据采集  R1R,50.15
【官方正版】 中学生可以这样学Python 青少年编程 小学生编程 儿童编程 编程自学 从,31.00
正版：流畅的Python 9787115454157,105.64
正版：Python数据处理(影印版) 9787564170035,61.44
正版：Python爬虫开发与项目实战 9787111563877,60.83
正版：跟老齐学Python：Django实战 9787121325724,52.44
正版：Python机器学习(影印版) 9787564170776,55.68
正版：Python物理建模初学者指南 9787115465412,43.07
正版：零基础入门学习Python 9787302438205,38.12
Selenium 2自动化测试实战——基于Python语言 虫师著,37.80
正版 爱上Python 一日精通Python编程;计算机类-软件开发,33.20
贝叶斯思维:统计建模的Python学习法 计算机与互联网 书籍,40.20
Python机器学习(影印版),63.50
语言程序设计基础(第2版)嵩天 Python编程从入门到实践 基础教程 python书籍,34.12
Python机器学习,60.00
流畅的Python,118.20
Python编程入门 全3册 Python编程从入门到实践 零基础学习Python Pyt,198.70
Python高级编程-(第2版),75.70
Python学习手（第4版）,161.80
Python机器学习实践指南,58.70
Python程序设计-(第3版),58.70
【正版】OpenCV3计算机视觉：Python语言实现（原书第2版）Python入门书,41.20
Python Qt GUI快速编程——PyQt编程指南,47.40
人邮新书 和孩子一起玩编程 趣学python 少儿编程真好玩 中小学编程入门书 青少年编,69.00
零起点Python足彩大数据与机器学习实盘分析,81.20
Python Web开发实战,68.30
正版现货 Python机器学习(影印版) (美)塞巴斯蒂安·拉什卡 东南大学出版社,61.80
利用Python进行数据分析 大量实践案例 利用Python库高效解决数据分析问题 Py,88.40
Keras快速上手:基于Python的深度学习实战 谢梁 电子工业出版社,56.10
人邮新书 Python数据科学手册 数据分析计算书籍 机器学习 NumPy数据存储 Ma,109.00
预 售 人邮新书 Python高级编程 第2版 python 程序设计 编程源代码开发基,89.00
正版 数据结构 Python语言描述 兰伯特李军Python语言描述Python语言版P,52.80
正版 Python物理建模初学者指南Python初学者基础知识编程语言科学计算物理建模基,45.30
正版 Python全栈开发实践入门谢瑛俊python全栈开发教程 python全栈开发工,53.40
从问题到程序:用Python学编程和计算 裘宗燕 Python语言程序设计 编程基础教程,45.80
正版 Selenium自动化测试——基于 Python 语言web接口应用程序自动化测试,37.80
人邮新书 Python程序设计案例教程 人邮教材,49.50
Python语言及其应用,57.70
数据结构 Python语言描述,50.40
基于ArcGIS的Python编程秘笈(第2版),49.00
正版 Python即学即用,44.00
正版 OpenCV 3计算机视觉：Python语言实现（原书第2版）,43.10
正版 21天学通PYTHON,38.90
Python机器学习/数据科学与工程技术丛书,60.00
精通Python网络爬虫(核心技术框架与项目实战),53.13
Python黑帽子(黑客与渗透测试编程之道),45.10
Maya Python 游戏与影视编程指南,59.25
Python密码学编程,48.30
Python性能分析与优化,33.75
机器人Python青少年编程开发实例 史向东邓贵勇 计算机与互联网 书籍正版,46.00
Python数据分析基础教程：NumPy学习指南(第2版),41.00
Python数据科学入门   R1R,37.73
教孩子学编程(Python语言版全彩印刷),48.40
正版：Python项目开发实战 第2版 9787115438560,60.04
正版：基于ArcGIS的Python编程秘笈(第2版) 9787115438041,52.44
正版：Python机器学习算法 9787121313196,52.44
正版：Selenium 2自动化测试实战——基于Python语言 978712127853,44.84
正版：零起点Python机器学习快速入门 9787121311413,43.07
正版：跟老齐学Python：轻松入门 9787121306624,43.07
正版：数据馆员的Python简明手册 9787518930142,41.76
正版：用Python写网络爬虫 9787115431790,34.20
Python自然语言处理+Python计算机视觉编程2本,113.00
"教孩子学编程趣学Python编程  [美]Jason Briggs,R3S",32.90
Python机器学习 预测分析核心算法 [美] Michael Bowles   鲍尔斯,44.20
正版 Python开发向导（云计算工程师系列）,43.20
正版 Python物理建模初学者指南;计算机类-软件开发,50.20
Python 3程序开发指南（第2版 修订版) python从入门到实践教程书籍 pyt,71.30
Python数据分析(影印版第2版)(英文版),70.29
正版 Python高性能编程;计算机类-软件开发,67.20
正版书籍 Selenium自动化测试 基于 Python 语言;计算机类-计算机科学,41.70
正版 Python数字信号处理应用Python在DSP中应用教程Python语言编程从入,34.80
Python物理建模初学者指南,48.40
正版现货 面向ArcGIS的Python脚本编程 [美]Paul A. Zandberge,41.20
正版现货 精通Python设计模式 [荷]萨基斯·卡萨姆帕里斯(Sakis Kasampa,32.00
Python程序设计开发宝典 9787302472100 董付国 清华大学出版社,58.30
数据结构 Python语言描述 计算机与互联网 书籍,63.50
【Python基础教程】零起点Python机器学习快速入门 何海群 Python书籍 P,47.00
【数据科学书籍】Python数据科学导论 戴维·西伦 python语言编程教程书籍Pyt,45.80
Python数据分析基础 零编程经验也可学会用Python语言进行数据分析,69.00
Python机器学习(影印版) 9787564170776 (美)塞巴斯蒂安·拉什卡 东南,83.00
Python游戏编程入门,36.75
Abaqus GUI程序开发指南 Python语言,42.60
预 售 人邮新书 精通Python自然语言处理 NLP python处理 8月中旬入库,59.00
人邮新书 Python机器学习实践指南 程序设计 python书,56.00
正版 Python自动化运维,67.00
Effective Python：编写高质量Python代码的59个有效方法 英文版 97,65.00
Python学习从入门到实践,35.00
Python爬虫开发与项目实战,56.90
机器人系统设计与制作:Python语言实现,43.10
Python机器学习实践：测试驱动的开发方法,43.10
正版书籍 Python程序设计入门到实战,60.70
正版  Python数据挖掘入门与实践+Python网络数据采集 2本 r12z,88.00
Python Cookbook（第3版）中文版    R1R,83.50
图灵出品 Python基础教程 第3版 Python入门版,71.00
精通Python设计模式,33.75
Python核心编程(第二版)(Python领域经典作品、非常有名的开发指南) ChunW,64.00
Python程序设计 第3版 计算机 网络 程序设计核心编程 python基础教程 pyh,49.80
趣学Python——教孩子学编程r1y,50.00
Python数据可视化编程实战   r2x,41.00
Python 程序设计基础实战教程 大数据 函数的定义与调用 由浅入深实战qh3p,34.20
Python数据分析基础 python入门基础教程 利用Python进行数据分析/pyt,71.30
Python机器学习实践指南 机器学习人工智能深度学习领域实战知识参考书 人民邮电正版授权,57.20
Python程序设计 第3版编程语言与程序设计  编程入门教程 计算机网络程序设计,55.00
【XP计算机科学】深入浅出深度学习：原理剖析与Python实践,71.10
Selenium 2自动化测试实战——基于Python语言,35.40
2 python数据处理+Python网络数据采集 python数据抓取技术教程书籍 py,156.40
从零开始学Python网络爬虫,50.20
Python数据分析实战,38.40
正版现货 Python Web开发实战 董伟明 电子工业出版社,73.50
正版书籍 Python程序设计案例课堂,60.70
正版 Python 数据分析 python模块数据分析 编程教程教材 pandas入门书籍,65.30
正版书籍 Python生物信息学数据管理,52.40
正版书籍 从Python开始学编程;编程语言,44.10
正版书籍 Python数据抓取技术与实战;编程语言,44.10
正版书籍 OpenCV 3计算机视觉：Python语言实现（原书第2版）,43.10
正版书籍 Python程序设计教程,30.20
Python编程入门 (第3版 )(第3版 ) (加)Toby Donaldson   编,28.00
精通Python网络爬虫(核心技术框架与项目实战),53.13
Python游戏编程快速上手(第4版),52.44
数据科学导论(Python语言实现)/数据科学与工程技术丛书,40.20
Python网络爬虫从入门到实践,37.24
正版：Python Web开发实战 9787121297335,79.80
Python Qt GUI快速编程——PyQt编程指南 (英)Mark Summerfie,49.80
Python机器学习,51.40
Python金融实战,51.40
Python数据科学指南,51.40
零起点Python机器学习快速入门,48.40
面向ArcGIS的Python脚本编程,44.10
利用Python开源工具分析恶意代码 python黑客攻防入门书籍 Python开源工具实,99.00
Python语言及其应用 Python编程从入门到实践 核心编程基础教程 网络爬虫入门书籍,81.30
正版 Python项目开发实战 第2版 计算机编程书籍 Web前端开发教程书籍 Pytho,81.30
正版 Python算法教程 python语言编程入门书籍 Python程序设计教材Pyth,71.90
正版：Python核心编程 第3版 9787115414779,75.24
正版：利用Python进行数据分析 9787111436737,68.53
正版：Python Qt GUI快速编程——PyQt编程指南 9787121298066,60.04
正版：Python程序设计 9787111526278,60.83
正版：Python面向对象编程指南 9787115405586,60.04
正版：Python机器学习入门(影印版) 9787564169060,56.96
正版：Python贝叶斯分析 9787115476173,52.44
正版：毫无障碍学Python 9787517058342,44.08
正版 Python 网络爬虫实战胡松涛大数据ython从入门到精通python程序设计教,45.80
【Python类书籍】Python机器学习实例 邓多辉  python机器学习算法教,45.30
毫无障碍学Python,41.80
Python可以这样学,51.80
Python编程快速上手 让繁琐工作自动化,50.40
Python数据挖掘入门与实践,42.50
贝叶斯思维 统计建模的Python学习法,35.30
爱上Python 一日精通Python编程,29.30
Python数据分析(影印版第2版)(英文版),70.29
正版 用Python写网络爬虫;计算机类-软件开发,38.30
Python参考手册 第4版 修订版  计算机编程语言程序员用书,77.40
Python项目开发实战（第2版）,57.00
正版书籍 Python Web开发 测试驱动方法;计算机类-软件开发,84.20
正版 Python科学计算基础教程;计算机类-软件开发,41.70
Python机器学习(影印版) (美)塞巴斯蒂安·拉什卡 东南大学出版社,60.40
正版书籍 跟老齐学Python：Django实战;编程语言,62.10
正版书籍 Python全栈开发实践入门;编程语言,62.10
正版书籍 Python自动化运维：技术与佳实践,60.70
正版书籍 Python Web开发学习实录（配光盘）（Web程序员成功之路）,58.10
正版书籍 Python Qt GUI快速编程:PyQt编程指南,51.40
Python数据分析实战,50.20
Python游戏编程入门,41.70
Python Cookbook中文版(第3版),91.80
像计算机科学家一样思考Python(第2版),41.70
Python物理学高效计算,84.20
21天学通Python(含光盘),50.80
Python爬虫开发与项目实战,67.20
Python Cookbook中文版(第3版),91.80
量化交易之路-用Python做股票量化分析,71.20
贝叶斯思维-统计建模的Python学习法,41.70
父与子的编程之旅-与小卡特一起学Python,58.70
Python程序设计案例课堂,59.30
Python游戏编程入门,41.70
21天学通Python(含光盘),50.80
Python极客项目编程,52.27
从零开始学Python网络爬虫,50.20
精通Python爬虫框架Scrapy,50.20
新店优惠 Python Cookbook 第三版3版 中文版 Python编程书籍 Py,80.78
Python机器学习经典实例,50.20
新店优惠 Python网络数据采集 陶俊杰 中文版 大数据采集原理 网络爬虫测试 自学p,40.65
零基础入门学习Python,42.60
Python程序设计案例课堂,59.30
Python数据分析,50.20
Python网络数据采集,50.20
Python高手之路(第3版),46.80
零基础入门学习Python,42.60
和孩子一起玩编程 趣学python 少儿编程真好玩 中小学编程入门书 青少年编程培训班教,58.70
Python程序设计入门到实战 Python语言的基础知识 程序设计环境的安装与设正版,53.00
现货 21天学通Python 第2版第二版 零基础入门学习python程序设计pytho,59.80
正版现货 python绝技 运用python成为顶级黑客 电子工业出版社 Python绝,56.95
Python大战机器学习：数据科学家的第一个小目标,49.74
Python参考手册(第4版.修订版),75.70
Python算法教程,58.70
Python机器学习-预测分析核心算法,58.70
数据科学实战手册(R+Python),50.20
趣学Python编程,38.30
零基础入门学习Python,42.60
现货 Python数据分析从入门到精通 python语言编程教程书籍 python数据分,69.00
Python机器学习-预测分析核心算法,58.70
Python核心编程(第3版),84.20
Python数据挖掘入门与实践,50.20
Python数据分析实战,50.20
Python自然语言处理,75.70
Python机器学习-预测分析核心算法,58.70
贝叶斯思维-统计建模的Python学习法,41.70
机器人Python极客编程入门与实战 Python极客团队 python极客机器人正版,47.00
【正版现货】预测分析建模：Python与R语言实现 [美] 托马斯 W.米勒 著,63.40
正版现货 深入浅出深度学习：原理剖析与Python实践 编程语言与程序设计书籍,60.80
【新书特惠】正版  PythonWeb开发学习实录（配DVD光盘）,53.00
【全3册】Python黑客攻防入门+Python绝技 运用Python成为顶*黑客+Py,148.70
正版 Python基础教程 第3版 袁国忠手教授Python编程实践Python从入门到,75.30
从零开始学Python网络爬虫 罗攀 蒋仟,36.60
预售  Python3 网络爬虫开发实战  Scrapy数据分析处理手册 数据抓取指南,76.00
现货  Python数据处理,75.00
现货 Python数据分析入门 从数据获取到可视化 python语言编程教程书籍 pyt,59.00
正版现货 Python机器学习 高明 徐莹 陶虎成 机械工业出版社 数据科学工程技术用书,54.43
机器人Python极客编程入门与实战,42.53
Python Cookbook中文版(第3版),91.80
Python语言在Abaqus中的应用(含光盘),40.80
正版现货包邮 Python学习从入门到实践（中国高校创意创新创业教育系列丛书）清华大,48.00
Python与有限元-基于Python编程的有限元分析及应用扩展,48.40
Python贝叶斯分析,58.70
数据科学实战手册(R+Python),50.20
量化交易之路-用Python做股票量化分析,71.20
3本 Python基础教程第3版+Python高级编程+核心编程 书籍 Python3.5从入门到精,210.00
正版现货 OpenCV 3计算机视觉：Python语言实现原书第二版 刘波 苗贝贝 史斌,33.77
现货  Python程序设计 第3版  Python入门书籍,52.80
现货  Python数据分析基础,52.50
现货  Python与数据挖掘  Python基础入门,42.00
正版书籍 21天学通PYTHON,38.90
Python核心编程 第3版 9787115414779,71.30
Python密码学编程 9787115424297,49.00
Python计算机视觉编程【陈熙霖作序推荐！  计算机视觉类图书卖的很好的作品！】 978,47.60
跟老齐学Python：轻松入门 9787121306624,42.50
Python计算机视觉编程,58.70
Python 3程序开发指南(第2版)(修订版),58.70
Python数据处理,84.20
Python语言及其应用,67.20
用Python写网络爬虫 9787115431790,35.10
Python数据抓取技术与实战 9787121298844,36.80
精通Python设计模式 9787115428035,33.80
利用Python进行数据分析,66.80
Python程序设计教程 9787121320910,29.90
Python Web开发学习实录(配光盘)(Web程序员成功之路),49.50
Python程序设计入门到实战,55.20
Python语言程序设计,31.00
Python机器学习（影印版） [Python Machine Learning],61.00
Python零基础入门学习-水木书荟,38.00
【正版包邮】Python编程快速上手 让繁琐工作自动化 Python语言基础教程学习书,53.60
Python 3程序开发指南（第2版 修订版）,54.10
Python数据抓取技术与实战 潘庆和著 电子工业出版社,40.00
Python程序设计教程 9787302457862,42.50
贝叶斯思维 统计建模的Python学习法 9787115384287,35.30
Python绝技-运用Python成为黑客 9787121277139,60.80
Python密码学编程 9787115424297,51.80
MLS Python绝技：运用Python成为黑客 9787121277139 电子工业出,49.80
Python程序设计教程 范建农 电子工业出版社,29.10
Python机器学习入门（影印版 英文版）,62.00
Python机器学习算法 赵志勇 9787121313196,47.60
机器人Python极客编程入门与实战:: Python极客团队 9787121322921,40.70
Python编程基础与接口测试,38.00
核心编程第3版+编程快速上手 +Python(第3版)+数据分析实战【4本】,263.00
Python硬件编程实战,32.80
Python设计模式 第2版,26.50
RTWL 数据结构 Python语言描述 9787115464613 人民邮电出版社,62.10
RTDK Python机器学习算法 9787121313196 电子工业出版社,54.50
Python树莓派编程 沃尔弗拉姆 多纳特(Wolfram Donat) 机械工业出版社,40.70
Python贝叶斯分析,47.70
满58包邮  OpenCV 3计算机视觉：Python语言实现(原书第2版) 978711,46.10
Python开发实战——Django、Tornado、Flask、Twisted,65.00
软件架构:Python语言实现,63.20
Python程序设计教程,43.10
满58包邮  Python数据挖掘：概念、方法与实践 9787111565482 [美],55.50
Python数据抓取技术与实战,35.80
满58包邮  Python即学即用 9787111539896 张燕妮 机械工业出版社,47.00
Python基础教程(第2版 修订版) (挪)海特兰德 人民邮电出版社,59.80
Python高编程 计算机 网络 程序设计 其他 编程语言与程序设计 动态编程语言 理解,39.20
满58包邮  程序设计导论：Python语言实践(英文版) 9787111524014 [,130.70
Python 程序设计基础实战教程,36.45
NLTK基础教程 用NLTK和Python库构建机器学习应用,33.90
满58包邮  Python数据科学实践指南 9787111566526 纪路 机械工业出版,55.50
满58包邮  Effective Python:编写高质量Python代码的59个有效方法,55.50
跟老齐学Python：轻松入门,43.10
趣学Python：教孩子学编程,40.80
Python机器学习入门(影印版 英文版),62.30
教孩子学编程 Python语言版,43.10
现货 机器人系统设计与制作Python语言实现 机器人技术教程书籍 智能机器人从入门到精通,50.00
Python新手使用Django架站的16堂课,65.00
Selenium自动化测试 基于Python语言,39.80
Python机器学习,51.40
利用Python进行数据分析,64.10
包邮 Python机器学习基础教程 计算机与互联网 编程语言与程序设计 机器学习 人工智,60.20
包邮 OpenCV算法精解：基于Python与C++ OpenCV入门教程书籍  ope,60.20
包邮 精通Python自然语言处理   python自然语言编程指南 python程序设,45.00
包邮 Python设计模式 第2版 计算机网络 程序设计 工厂方法模式 上下文—设计模式,29.90
正版预售 Python参考手册（第4版.修订版）Python编程语言权wei指南书籍 P,67.50
Python极客项目编程 iTunes播放列表文件剖析 代码 命令行选项 海龟画图正版,53.00
Python 程序设计基础实战教程 大数据 函数的定义与调用 由浅入深 系统实战 通俗易,35.70
"""笨办法""学Python 第3版 Python编程教程 python核心手册 Py正版",38.60
正版 Python科学计算基础教程 python编程教程书籍 python数据分析可视化,38.60
Python学习从入门到实践 python网络爬虫  Python基础教程书籍 p正版,37.90
爱上Python 一日精通Python编程 python编程基础学习手册 pyth正版,31.40
正版现货 Python新手使用Django架站的16堂课 Python入门教程书籍 Dj,71.20
正版现货 Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法,53.10
Python数据分析与数据化运营,79.20
【全2册】Python黑客攻防入门+Python 黑帽子 黑客与渗透测试编程之道Pyth,87.10
"精通Python自然语言处理 [印度] Deepti Chopra, Nisheeth J",36.60
正版 利用Python开源工具分析恶意代码赵涏元hon黑客攻防从入门到精通Python开,75.30
Python基础教程 第2版修订版 python入门教程python编程教程 自学教程 p,75.00
【Python编程语言教程书籍】Python高级编程 第2版 [波兰]贾沃斯基 Pyth,67.80
Python编程基础与HTTP接口测试,36.80
Python程序设计/高等职业教育计算机类课程新形态一体化规划教材,35.20
包邮 Python爬虫开发与项目实战 Python编程入门教程书籍数据采集教程 爬虫框架,60.80
包邮 Python金融实战 金融数据分析教程书籍 数据计算器编程教程 应用 机器学习算法,58.80
包邮 Python程序设计 第3版 Python之父作序推荐编程入门教程书籍 Pytho,53.00
包邮 Python程序设计开发宝典 Python程序设计 Python语言编程 文本排版,50.90
包邮 Python与机器学习实战：决策树、集成学习、支持向量机与神经网络算法详解及编程实,50.90
Python 程序设计基础实战教程 大数据 函数的定义与调用 由浅入深 系统实战 通俗易,35.70
零起点Python大数据与量化交易 Python量化投资基础入门书籍 Python代码大,76.70
Python基础教程(第二版修订版) 正版,60.20
Python机器学习入门(影印版),62.30
Python数据抓取技术与实战 潘庆和著 电子工业出版社,34.80
Python机器学习实践指南 Python 机器学习的生态系统 数据科学/机器学习,53.00
Python黑客攻防入门  Python黑客攻防技术教程书籍 Web黑客攻击程序应正式,45.80
Python网络数据采集 python语言网络数据采集教程书籍 python编程基正版,45.80
Python 程序设计 计算机网络 程序设计 介绍Python程序设计方法 工学 程序设,33.30
正版现货 Python程序设计第3版 Python3 爬虫Python核心编程基础教程,53.00
【Python基础教程】货 Python网络编程第3版 零基础学Python 书籍,60.60
【python核心编程】正版  像计算机科学家一样思考Python,37.60
正版 Python编程入门(第3版),29.80
Python编程从入门到实践python3.5绝技核心编程基础教程网络爬虫入门书籍pyt,94.90
【全2册】Python基础教程 第3版+Python科学计算基础教程Python编程实践,112.00
现货  Python编程 从入门到实践    Python入门书籍,66.80
现货 Python数据科学指南,60.00
现货 Python机器学习实践指南,52.50
正版书籍 Python数据分析实战,69.50
现货  教孩子学编程 Python语言版  Python程序设计入门书籍,46.00
Python Qt GUI快速编程——PyQt编程指南 (英)Mark Summerfie,51.40
Python绝技：运用Python成为黑客 出版社:电子工业出版社 电子工业出版社,62.40
21天学通Python 9787121275616,43.10
Selenium 2自动化测试实战——基于Python语言 9787121278532,42.50
Python硬件编程实战 9787111487746,35.30
RTDK 机器人Python极客编程入门与实战 9787121322921 电子工业出版社,46.60
RTDK 跟老齐学Python：轻松入门 9787121306624 电子工业出版社,46.60
RTDK Python与有限元 9787517053705 水利水电出版社,42.10
Python数据分析基础(影印版) 计算机与互联网 书籍,56.00
Python 语言构建机器学习系统 第2版（影印版） [Building Machine,46.00
父与子的编程之旅：与小卡特一起学Python,53.00
贝叶斯思维 统计建模的Python学习法,37.00
教孩子学编程 Python语言版,41.30
Effective Python：编写高质量Python代码的59个有效方法 英文版,47.50
Python程序设计教程,30.60
【正版现货】Python数据分析实战 计算机 互联网 书籍,69.90
【正版现货】预测分析建模：Python与R语言实现 [美] 托马斯 W.米勒 著,67.15
【正版现货】Python语言程序设计(Daniel Liang[梁勇]博士系列丛书之一,67.15
【好书】正版  像计算机科学家一样思考Python Python核心编程,39.81
正版现货从零开始学Python网络爬虫 Python编程 Python入门到实践 pyt,47.00
流利的Python语言(影印版),77.90
Python高效开发实战:Django Tornado Flask Twisted 刘长龙,56.10
Python高效开发实战——Django、Tornado、Flask、Twisted,66.80
精通Python设计模式 [荷]萨基斯·卡萨姆帕里斯(Sakis Kasampali 人民,32.90
Python机器学习及实践,39.20
Python数据处理（影印版 英文版）,67.00
计算机科学丛书：Python语言程序设计,59.90
高性能Python-(影印版),55.00
零起点Python足彩大数据与机器学习实盘分析 何海群 9787121310744,68.30
